,site,latitude,longitude
297,GG272A_S,55.8519806595336,-4.1741931555768685
298,GA1601_A,55.861283030537955,-4.261408199654056
299,GJ0051_D,55.83622707638901,-4.249093020579449
300,GH3251_T,55.84497845543786,-4.218545007927128
301,GC0271_D,55.86612856111743,-4.303005793667014
302,GA2901_D,55.862031039564506,-4.254931364971087
303,GA5151_R,55.8552219712963,-4.2414665342200975
304,GJ3651_C,55.815894993898155,-4.263913683430442
305,GA0301_X,55.86747922591072,-4.270958893825728
306,GJ3351_S,55.819193354469355,-4.251190767774348
307,GD0971_B,55.871495390603954,-4.2971692818309455
308,GG0351_D,55.86303139491065,-4.198670736687007
309,GK0301_C,55.83724481656423,-4.2690356783241095
310,GG050A_D,55.86752034537757,-4.192387347515772
311,GH3171_D,55.84259947208695,-4.217898311294728
312,GJ3751_D,55.81436839635038,-4.266283099940252
313,GK037A_Q,55.835807305073146,-4.271443310506431
314,GB1321_M,55.850391253435,-4.249096617638584
315,GA4851_V,55.85654935681042,-4.24654437258466
316,GB0401_R,55.855188277845784,-4.2619647812568875
317,GC4051_A,55.858994591694355,-4.284573995247212
318,GD1351_Y,55.8776052934619,-4.326436161045956
319,GE2151_R,55.879926106576825,-4.235168145841165
320,GA1451_M,55.86658912721061,-4.25975075057042
321,GD2151_R,55.88080935563527,-4.274759395090714
322,GH3271_L,55.84129214560155,-4.21563561334397
323,GH4502_C,55.835100229995355,-4.171270449308887
324,GJ3551_V,55.81739068322614,-4.262244656347269
325,GL1301_T,0.0,0.0
326,GC0051_G,55.86387922610635,-4.2756072586916085
327,GB1371_T,55.851862256680434,-4.2507313859770175
328,GE1851_V,55.87454049421858,-4.232812347604814
329,GA4101_C,55.86036341899992,-4.2517664685532885
330,GC168A_S,55.870822928351394,-4.302372624106607
331,GD1151_R,55.87760853259431,-4.306211782415832
332,GH340A_T,55.846047529927596,-4.2110819806932875
333,GD0501_C,55.88197371799365,-4.303960372769122
334,GG2951_S,55.85162404723602,-4.161791427816562
335,GE032A_A,55.89326316188427,-4.260278028326104
336,GI0551_A,0.0,0.0
337,GF2251_V,55.87315557027996,-4.185303751187315
338,GG1601_S,0.0,0.0
339,GJ2301_S,55.837448303566724,-4.261892484122705
340,GA0151_D,55.86361715483175,-4.270333892956895
341,GA5701_R,55.85426549730688,-4.239701809631506
342,GG0351_Z,55.86253825473829,-4.20362898309378
343,GH025A_S,55.854959882757036,-4.222725047464426
344,GH1051_A,55.85287086180442,-4.2024584739438815
345,GK070A_C,55.826324742021974,-4.2855477178004335
346,GA1571_Q,55.860255430810824,-4.259127192067156
347,GD030A_S,55.87650292585933,-4.285506649293601
348,GA0401_R,55.86305832768834,-4.269933703376354
349,GC1631_R,55.868756169352636,-4.312416185365758
362,GK2371_W,55.806087642322474,-4.342210547148566
363,GA4301_D,55.86233398143197,-4.249675107491648
364,GJ2801_C,55.83593094495036,-4.256917395883758
365,GA2001_C,55.86111049118906,-4.258569571326698
366,GE2151_S,55.88023980974729,-4.2327399328484185
367,GG2601_V,55.85299424184458,-4.181918798513778
368,GA2801_A,55.865406150459044,-4.256629363666894
369,GA1301_G,55.85706130313036,-4.262744781578143
370,GG2151_R,55.85833640316464,-4.221383888355596
371,GH337A_B,55.8385420294429,-4.2106398204520765
372,GB0051_V,55.85354780122634,-4.264665529742765
373,GG0951_D,55.85904972184044,-4.1307563185370615
374,GL0051_X,55.849993368391715,-4.269778808242425
375,GA0201_T,55.86614756299533,-4.271040978763687
376,GJ0151_A,55.82845650595532,-4.248404847449312
377,GD0351_G,55.877807340687426,-4.289308472865891
378,GA1251_S,55.869828715192796,-4.258548328199565
379,GA4871_A,55.861419536994475,-4.248567493942917
380,GG2951_T,55.852100170892065,-4.1602681335328615
381,GI0551_C,0.0,0.0
382,GJ3651_D,55.81818613849958,-4.2615086375327484
383,GF2251_P,55.874990458138676,-4.184207898144596
384,GD005A_R,55.873042401659106,-4.274368998804782
385,GK0851_S,55.82101057226365,-4.285683002505965
386,GC242A_S,55.888833726995,-4.380331555603812
387,GJ0161_Q,55.828643690567205,-4.245046528263573
388,GA4971_R,55.86307709911425,-4.242446478153432
389,GK0551_V,55.82956805302296,-4.282225069444391
390,GA5251_R,55.859260535656034,-4.242769834997752
391,GG2351_S,55.85846352262974,-4.215830267433828
392,GH3051_A,55.846989886888544,-4.237989222564448
393,GK0251_R,55.84115074735943,-4.266308360823459
394,GH3271_N,55.84364931674229,-4.215498207190404
395,GH3271_K,55.84435066683066,-4.2194676575383765
396,GH2621_D,55.84689244336365,-4.198541884949085
397,GC2401_C,55.888822120134975,-4.377212271374398
398,GA4371_B,55.862952571207714,-4.245331948314783
399,GA1851_B,0.0,0.0
400,GB0121_D,55.85343362638877,-4.265985031341041
401,GB0121_B,55.852448842325146,-4.265288604058332
402,GL0551_A,55.85352255114268,-4.280625806299277
403,GD2721_R,55.89993901935972,-4.304481802485215
404,GL1351_C,55.84456572200965,-4.331713656994374
405,GF210A_C,55.86768309263532,-4.192332587450766
406,GA2301_B,55.86667515880417,-4.255552201998089
407,GJ3051_F,55.82732897330613,-4.268202614396577
408,GH3051_B,55.845909456720285,-4.230674713066676
409,GE1801_A,55.87440637892156,-4.234259386476436
410,GJ3201_T,55.824548073390204,-4.257662945196019
411,GC4051_B,55.857841346257544,-4.281821721768201
412,GA5471_C,55.86402333571597,-4.23687539121088
413,GJ0351_C,55.818430366496436,-4.25015697041314
414,GB145A_R,55.85056569480922,-4.24840373546434
415,GC2401_A,55.88850586107432,-4.379160010637965
416,GC0101_V,55.8603704074616,-4.282113867822337
417,GC0101_T,55.86141962736002,-4.280785064533067
418,GA0351_D,55.87104477578346,-4.2676823767516865
419,GG2601_W,55.852550464950504,-4.186159770507467
420,GG1101_T,55.868819119620454,-4.1565293850707015
421,GG012A_S,55.863645191553246,-4.217052326028468
422,GA2101_C,55.86264962734015,-4.257955741740505
423,GK5141_R,55.81021478562821,-4.352002772504004
424,GG2151_S,55.85901250678636,-4.229715996716747
425,GA4651_V,55.852329378276565,-4.252707611714965
426,GA1371_V,55.862146960819494,-4.261346547864132
427,GC0201_C,0.0,0.0
428,GE0351_R,55.895656850907116,-4.2635362950810665
429,GI0301_V,55.84075769993984,-4.2278080216677365
430,GH0301_D,55.852927156451976,-4.215339300424897
431,GJ2851_R,55.835428462959506,-4.258341567219163
432,GK045A_V,55.83193222808461,-4.278323466277564
433,GL1251_C,55.850577514970205,-4.3194042542892594
434,GH2671_R,55.84601770177102,-4.19518579622288
435,GA1651_T,55.862519507137506,-4.2596581956433965
436,GD138B_P,0.0,0.0
437,GA0151_Z,55.86283080107126,-4.268625923607663
438,GA0301_P,55.866843545333616,-4.27180085673688
439,GG0351_H,55.86249623162411,-4.199950944298692
440,GJ0161_N,55.828534573909856,-4.247084061864989
441,GL1691_R,55.84565959880849,-4.343201133832305
442,GC237A_A,55.886702430242174,-4.374811788958645
443,GK0251_T,55.84228274564642,-4.263403260149433
444,GL1901_P,55.846573737252356,-4.359790491046517
445,GK2371_R,55.806458845100146,-4.340652936524929
446,GL4151_B,55.8659084726679,-4.339913527626766
447,GA1451_R,55.867977472280025,-4.260007227411231
448,GA2251_V,55.86477613183045,-4.257168178932541
449,GD2301_D,55.88466102483654,-4.279829922075051
466,GK0801_D,55.82599019251563,-4.285655822470475
467,GD255A_S,55.888338047501705,-4.28703414460273
468,GJ3301_D,55.821736212748405,-4.2561270616272875
469,GA2801_B,55.86507327370817,-4.254196711337343
470,GL1301_R,0.0,0.0
471,GC0051_E,55.863056384249724,-4.2714997899572005
472,GA0571_V,55.860225861048356,-4.265134118419911
473,GB1371_S,55.850719060769606,-4.249355206973023
474,GA5451_V,55.86600842969897,-4.234464272463272
475,GL0051_S,55.84980954787963,-4.268537922622787
476,GK0051_B,55.846169834260365,-4.260226657375688
477,GI0301_S,55.84096758985507,-4.132306279140036
478,GC1401_F,55.86904291555608,-4.292772637260323
479,GH2671_S,55.845579052699534,-4.195592363977341
480,GA5301_B,55.86001214740171,-4.237523694105418
481,GC0151_B,55.863000288949785,-4.275507901491077
482,GA4751_B,55.857115843776036,-4.246529140120458
483,GJ025A_C,55.82041217121338,-4.250399122552468
484,GD1001_S,55.8742736193271,-4.296629998721927
485,GD0451_R,55.8824309605271,-4.303060067155716
486,GC2331_A,55.8826699936794,-4.3512518943045935
487,GC1351_D,0.0,0.0
488,GH1051_D,55.85084602398106,-4.198589457521476
489,GI0401_R,0.0,0.0
490,GC2151_B,55.87605524464404,-4.3385097040377625
491,GA1571_T,55.860990514118996,-4.260208622506219
492,GE0301_V,55.88657812112334,-4.258721911218952
493,GA1201_A,55.86825842007205,-4.262325208789392
494,GH3451_K,55.84659307053544,-4.212231190582133
495,GC0101_L,55.86142051523754,-4.280737173579034
496,GA4701_A,55.85595452663108,-4.250568603271824
497,GB0101_B,55.853323906720455,-4.263645911890871
498,GA0351_A,55.87124081534886,-4.268748816444544
499,GG2601_R,55.8524935915326,-4.180756369159921
500,GB1101_A,55.85239305726846,-4.2560984608210015
501,GL1101_T,55.849415231528475,-4.310484172404506
502,GD0601_B,55.884767157038745,-4.310282365350108
503,GA4601_R,55.86156852034677,-4.249758693427665
504,GG2351_T,55.858971618516854,-4.212567378331872
505,GD2451_B,55.88573447251275,-4.28301112738691
506,GA0251_D,55.86678852398857,-4.270886602653868
507,GA4151_V,55.86116829908267,-4.2514934360283245
508,GA1201_H,55.86750205100602,-4.259468135176847
509,GA0651_B,55.862236247979325,-4.2633334140470485
510,GB1271_C,55.84533766837599,-4.255130462994988
511,GE052A_A,55.897427737044744,-4.2659588464996805
512,GK5101_C,55.80774529467072,-4.350481279894067
513,GB0101_C,55.85257835327328,-4.265088437277361
514,GA5501_C,55.86825206819722,-4.23464111025327
515,GE1901_D,55.87994583916944,-4.233586425803779
516,GB1151_V,55.84836332507429,-4.254810508579215
517,GA5201_A,55.85783410821878,-4.243614422514919
518,GB0141_U,55.851664534750654,-4.265418700971181
519,GG2581_C,55.853524984281606,-4.1975424875028144
520,GL2621_T,55.85527973642665,-4.2972825249417514
521,GJ0151_B,55.82849585993911,-4.246251526578484
522,GD2651_S,55.892336084155815,-4.2948344817194695
523,GD0351_D,55.87817351206875,-4.28846668502478
524,GC125A_F,0.0,0.0
525,GL3551_S,55.85170923374178,-4.319919059398528
526,GG2001_R,55.859711320099954,-4.235285158085663
527,GA1401_R,55.86592441698528,-4.261198533696136
528,GK0851_Z,55.82364982606428,-4.286332764691297
529,GK0851_R,55.82139137429342,-4.2884033578999325
530,GH4601_H,55.83710274304039,-4.170855068478358
531,GC0301_T,55.86898313606474,-4.308945116460712
532,GA0301_R,55.86947439080603,-4.269013415741928
533,GJ0161_P,55.82861675648922,-4.245044975986607
534,GA2421_W,55.85512327195502,-4.252773469527152
535,GH335A_S,55.84104155001839,-4.215078293057689
536,GE0271_C,55.883833760791816,-4.254484968476632
537,GJ3751_A,55.81397871125505,-4.268894085882694
538,GJ2401_A,55.83699873434792,-4.268733863115092
539,GC4051_F,55.859014029368296,-4.284495236395233
540,GA2951_V,55.86173125688012,-4.255105762212175
541,GG2051_S,55.859663553869076,-4.234451449152272
542,GF205A_V,55.864807545542355,-4.196341847220005
543,GA5351_T,55.86280406582014,-4.236709398599096
544,GB1601_A,55.84910016918743,-4.244005615223766
545,GC185A_S,55.87068938178264,-4.316191682113261
546,GA4701_D,55.85632999505681,-4.2496955063598945
547,GA5171_D,55.85762547767732,-4.244704964359968
548,GK0801_G,55.82139745369501,-4.287110581931318
549,GJ011A_T,55.835226792673474,-4.2487477909431535
550,GH195A_A,55.854617352151365,-4.240121510355179
551,GG1101_R,55.86655956269572,-4.155205423438159
552,GH1001_D,55.848700802625466,-4.209970627469236
553,GG2581_A,55.855326467007686,-4.198826597978703
554,GA2351_T,55.85711670640357,-4.2572831345389135
555,GB1281_L,55.84495278725721,-4.255044271331268
556,GE0101_D,55.87730633113924,-4.258055380771955
557,GE1851_S,55.87502184009652,-4.2315450876606615
558,GD2651_T,55.89398944745,-4.299186651381308
559,GH0151_R,55.854941962916115,-4.223219345230364
560,GL1251_B,55.850347552937954,-4.320636726421873
561,GA4501_S,55.86654993681943,-4.2471698545989165
562,GH2151_D,55.84794504187706,-4.216509500488971
563,GB0151_G,55.851352923874686,-4.2642821873481935
564,GK4501_B,55.82227473256898,-4.361463729272545
565,GJ3351_T,55.82057522127064,-4.255724593301768
566,GD0971_C,52.18546604068261,-4.1044923099337725
567,GG0171_T,55.86378216492892,-4.210939140345901
568,GE0271_D,55.88512117954029,-4.258285456936139
569,GH0401_T,55.85390197278218,-4.2151071922605015
570,GA5251_T,55.85968789465786,-4.240525290023306
571,GJ0131_D,55.832329525003786,-4.248436792153829
572,GK070A_D,55.83026121800331,-4.281195812399165
573,GA1321_C,55.86063562300639,-4.261913910710349
574,GA1321_B,55.86039697864946,-4.2607174799146295
575,GJ3051_A,55.8274347517109,-4.265877591998152
576,GA0651_C,55.86229040886288,-4.263320583626455
577,GJ2801_B,55.83640870518983,-4.254389783400119
578,GA5501_B,55.86909285285326,-4.232387724714938
579,GE1901_G,55.877131389570856,-4.2311865361441
580,GB1151_S,55.84994934573832,-4.252617792026866
581,GB0501_D,0.0,0.0
582,GG2581_B,55.85466551443288,-4.196584304821799
583,GD0801_A,55.869218456422864,-4.2741134191198125
584,GA5601_M,55.863305517332066,-4.239774733158878
585,GD1151_S,55.876290924256345,-4.306021723179857
