From_Node,To_Node,To_Link,From,To,hasEntryLink,FROM_EASTINGS,FROM_NORTHINGS,TO_EASTINGS,TO_NORTHINGS
GE020A,GE025A,R,GE020A,GE025A_R,FALSE,259085,667783,259086,667926
GE0271,GE025A,S,GE0271,GE025A_S,FALSE,258962,668085,259086,667926
GE0301,GE0271,A,GE0301,GE0271_A,FALSE,258917,668249,258962,668085
GE025A,GE0271,C,GE025A,GE0271_C,FALSE,259086,667926,258962,668085
GE032A,GE0301,R,GE032A,GE0301_R,FALSE,258814,668717,258917,668249
GE0271,GE0301,T,GE0271,GE0301_T,FALSE,258962,668085,258917,668249
GE0401,GE0301,S,GE0401,GE0301_S,FALSE,259402,668215,258917,668249
GE0351,GE032A,A,GE0351,GE032A_A,FALSE,258742,669005,258814,668717
GE0301,GE032A,B,GE0301,GE032A_B,FALSE,258917,668249,258814,668717
GE052A,GE0351,R,GE052A,GE0351_R,FALSE,258543,669262,258742,669005
GE032A,GE0351,T,GE032A,GE0351_T,FALSE,258814,668717,258742,669005
GE0301,GE0401,M,GE0301,GE0401_M,FALSE,258917,668249,259402,668215
GE0451,GE0401,P,GE0451,GE0401_P,FALSE,259837,668261,259402,668215
GE0401,GE0451,R,GE0401,GE0451_R,FALSE,259402,668215,259837,668261
GE225A,GE0451,T,GE225A,GE0451_T,FALSE,260159,668226,259837,668261
GE0551,GE052A,A,GE0551,GE052A_A,FALSE,258407,669481,258543,669262
GE0351,GE052A,B,GE0351,GE052A_B,FALSE,258742,669005,258543,669262
GA1281,GA127A,E,GA1281,GA127A_E,FALSE,258379,664956,258292,664952
GA0101,GA127A,S,GA0101,GA127A_S,FALSE,258005,664949,258292,664952
GE052A,GE0551,S,GE052A,GE0551_S,FALSE,258543,669262,258407,669481
GE1851,GE1801,F,GE1851,GE1801_F,FALSE,260414,666919,260406,666831
GE1851,GE1801,G,GE1851,GE1801_G,FALSE,260414,666919,260406,666831
GE1801,GE1851,V,GE1801,GE1851_V,FALSE,260406,666831,260414,666919
GE1901,GE1851,T,GE1901,GE1851_T,FALSE,260452,667157,260414,666919
GE1801,GE1851,X,GE1801,GE1851_X,FALSE,260406,666831,260414,666919
GE1851,GE1901,C,GE1851,GE1901_C,FALSE,260414,666919,260452,667157
GE2151,GE1901,D,GE2151,GE1901_D,FALSE,260359,667473,260452,667157
GE1901,GE2151,V,GE1901,GE2151_V,FALSE,260452,667157,260359,667473
GE222A,GE2151,S,GE222A,GE2151_S,FALSE,260572,667697,260359,667473
GE2151,GE222A,A,GE2151,GE222A_A,FALSE,260359,667473,260572,667697
GE2271,GE225A,B,GE2271,GE225A_B,FALSE,260431,668131,260159,668226
GE0451,GE225A,A,GE0451,GE225A_A,FALSE,259837,668261,260159,668226
GE2301,GE2271,S,GE2301,GE2271_S,FALSE,260741,668014,260431,668131
GE225A,GE2271,R,GE225A,GE2271_R,FALSE,260159,668226,260431,668131
GE2271,GE2301,A,GE2271,GE2301_A,FALSE,260431,668131,260741,668014
GA1301,GA1281,B,GA1301,GA1281_B,FALSE,258460,664946,258379,664956
GA127A,GA1281,D,GA127A,GA1281_D,FALSE,258292,664952,258379,664956
GE245A,GE240A,A,GE245A,GE240A_A,FALSE,260555,669095,260502,668884
GE2501,GE245A,R,GE2501,GE245A_R,FALSE,260560,669300,260555,669095
GE240A,GE245A,S,GE240A,GE245A_S,FALSE,260502,668884,260555,669095
GE245A,GE2501,D,GE245A,GE2501_D,FALSE,260555,669095,260560,669300
GF0301,GF0251,S,GF0301,GF0251_S,FALSE,263030,667246,262843,667209
GF0251,GF0301,A,GF0251,GF0301_A,FALSE,262843,667209,263030,667246
GG050A,GF205A,V,GG050A,GF205A_V,FALSE,262650,665692,262903,665998
GF210A,GF205A,T,GF210A,GF205A_T,FALSE,263039,666171,262903,665998
GF215A,GF210A,D,GF215A,GF210A_D,FALSE,263248,666451,263039,666171
GF205A,GF210A,C,GF205A,GF210A_C,FALSE,262903,665998,263039,666171
GF2201,GF215A,T,GF2201,GF215A_T,FALSE,263371,666607,263248,666451
GF210A,GF215A,V,GF210A,GF215A_V,FALSE,263039,666171,263248,666451
GF2251,GF2201,D,GF2251,GF2201_D,FALSE,263451,666711,263371,666607
GF2251,GF2201,H,GF2251,GF2201_H,FALSE,263451,666711,263371,666607
GF215A,GF2201,C,GF215A,GF2201_C,FALSE,263248,666451,263371,666607
GF215A,GF2201,G,GF215A,GF2201_G,FALSE,263248,666451,263371,666607
GF2201,GF2251,V,GF2201,GF2251_V,FALSE,263371,666607,263451,666711
GA1851,GA1301,P,GA1851,GA1301_P,FALSE,258650,664912,258460,664946
GA1851,GA1301,G,GA1851,GA1301_G,FALSE,258650,664912,258460,664946
GA1281,GA1301,A,GA1281,GA1301_A,FALSE,258379,664956,258460,664946
GA5451,GG0021,A,GA5451,GG0021_A,FALSE,260265,665940,260615,665873
GG015A,GG012A,R,GG015A,GG012A_R,FALSE,261547,665562,261403,665589
GG012A,GG015A,A,GG012A,GG015A_A,FALSE,261403,665589,261547,665562
GG0171,GG015A,B,GG0171,GG015A_B,FALSE,261729,665529,261547,665562
GG015A,GG0171,S,GG015A,GG0171_S,FALSE,261547,665562,261729,665529
GG0251,GG0171,R,GG0251,GG0171_R,FALSE,261916,665498,261729,665529
GG0221,GG0171,V,GG0221,GG0171_V,FALSE,261716,665385,261729,665529
GG0171,GG0221,N,GG0171,GG0221_N,FALSE,261729,665529,261716,665385
GG0251,GG0221,G,GG0251,GG0221_G,FALSE,261916,665498,261716,665385
GG2351,GG0221,M,GG2351,GG0221_M,FALSE,261551,665011,261716,665385
GG0171,GG0251,A,GG0171,GG0251_A,FALSE,261729,665529,261916,665498
GG030A,GG0251,B,GG030A,GG0251_B,FALSE,262159,665459,261916,665498
GG0221,GG0251,C,GG0221,GG0251_C,FALSE,261716,665385,261916,665498
GG0251,GG030A,S,GG0251,GG030A_S,FALSE,261916,665498,262159,665459
GG0351,GG030A,R,GG0351,GG030A_R,FALSE,262453,665437,262159,665459
GG030A,GG0351,A,GG030A,GG0351_A,FALSE,262159,665459,262453,665437
GG0401,GG0351,D,GG0401,GG0351_D,FALSE,262532,665544,262453,665437
GG050A,GG0401,T,GG050A,GG0401_T,FALSE,262650,665692,262532,665544
GA1571,GA1321,B,GA1571,GA1321_B,FALSE,258620,665331,258526,665350
GA1351,GA1321,C,GA1351,GA1321_C,FALSE,258482,665170,258526,665350
GG0401,GG050A,C,GG0401,GG050A_C,FALSE,262532,665544,262650,665692
GF205A,GG050A,D,GF205A,GG050A_D,FALSE,262903,665998,262650,665692
GG1101,GG1051,A,GG1101,GG1051_A,FALSE,265162,666056,265218,665826
GG1151,GG1101,R,GG1151,GG1101_R,FALSE,265081,666221,265162,666056
GG1051,GG1101,T,GG1051,GG1101_T,FALSE,265218,665826,265162,666056
GG1171,GG1151,A,GG1171,GG1151_A,FALSE,265009,666351,265081,666221
GG1101,GG1151,B,GG1101,GG1151_B,FALSE,265162,666056,265081,666221
GG1201,GG1171,R,GG1201,GG1171_R,FALSE,264917,666541,265009,666351
GG1151,GG1171,T,GG1151,GG1171_T,FALSE,265081,666221,265009,666351
GG1171,GG1201,B,GG1171,GG1201_B,FALSE,265009,666351,264917,666541
GG1601,GG1551,R,GG1601,GG1551_R,FALSE,266899,665789,266710,665687
GG1551,GG1601,C,GG1551,GG1601_C,FALSE,266710,665687,266899,665789
GG180A,GG1601,V,GG180A,GG1601_V,FALSE,267036,665849,266899,665789
GG180A,GG1751,A,GG180A,GG1751_A,FALSE,267036,665849,267185,665976
GA1321,GA1331,V,GA1321,GA1331_V,FALSE,258526,665350,258547,665437
GG1601,GG180A,H,GG1601,GG180A_H,FALSE,266899,665789,267036,665849
GG1751,GG180A,G,GG1751,GG180A_G,FALSE,267185,665976,267036,665849
GA5301,GG2001,S,GA5301,GG2001_S,FALSE,259911,665287,260076,665239
GG2021,GG2001,R,GG2021,GG2001_R,FALSE,260220,665201,260076,665239
GG2001,GG2021,A,GG2001,GG2021_A,FALSE,260076,665239,260220,665201
GG2051,GG2021,B,GG2051,GG2021_B,FALSE,260283,665185,260220,665201
GG2021,GG2051,S,GG2021,GG2051_S,FALSE,260220,665201,260283,665185
GG210A,GG2051,R,GG210A,GG2051_R,FALSE,260521,665118,260283,665185
GG2051,GG210A,A,GG2051,GG210A_A,FALSE,260283,665185,260521,665118
GG2151,GG210A,B,GG2151,GG210A_B,FALSE,260890,665023,260521,665118
GG210A,GG2151,S,GG210A,GG2151_S,FALSE,260521,665118,260890,665023
GG220A,GG2151,R,GG220A,GG2151_R,FALSE,261069,665026,260890,665023
GG2151,GG220A,A,GG2151,GG220A_A,FALSE,260890,665023,261069,665026
GG225A,GG220A,B,GG225A,GG220A_B,FALSE,261218,665029,261069,665026
GG220A,GG225A,S,GG220A,GG225A_S,FALSE,261069,665026,261218,665029
GG230A,GG225A,R,GG230A,GG225A_R,FALSE,261392,665028,261218,665029
GG225A,GG230A,A,GG225A,GG230A_A,FALSE,261218,665029,261392,665028
GG2351,GG230A,B,GG2351,GG230A_B,FALSE,261551,665011,261392,665028
GG230A,GG2351,S,GG230A,GG2351_S,FALSE,261392,665028,261551,665011
GG240A,GG2351,R,GG240A,GG2351_R,FALSE,261940,664964,261551,665011
GG0221,GG2351,T,GG0221,GG2351_T,FALSE,261716,665385,261551,665011
GA1551,GA1351,S,GA1551,GA1351_S,FALSE,258575,665151,258482,665170
GA0561,GA1351,R,GA0561,GA1351_R,FALSE,258300,665206,258482,665170
GA1301,GA1351,V,GA1301,GA1351_V,FALSE,258460,664946,258482,665170
GG2351,GG240A,A,GG2351,GG240A_A,FALSE,261551,665011,261940,664964
GG2581,GG2571,R,GG2581,GG2571_R,FALSE,262546,664592,262440,664651
GG2571,GG2581,A,GG2571,GG2581_A,FALSE,262440,664651,262546,664592
GH0901,GG2581,C,GH0901,GG2581_C,FALSE,262535,664407,262546,664592
GG2591,GG2581,B,GG2591,GG2581_B,FALSE,263098,664394,262546,664592
GG2581,GG2591,M,GG2581,GG2591_M,FALSE,262546,664592,263098,664394
GG2601,GG2591,N,GG2601,GG2591_N,FALSE,263292,664354,263098,664394
GG2602,GG2601,G,GG2602,GG2601_G,FALSE,664330,263424,263292,664354
GG2591,GG2601,H,GG2591,GG2601_H,FALSE,263098,664394,263292,664354
GH1051,GG2601,W,GH1051,GG2601_W,FALSE,262540,664188,263292,664354
GG267A,GG2602,R,GG267A,GG2602_R,FALSE,263594,664294,664330,263424
GG2601,GG2602,T,GG2601,GG2602_T,FALSE,263292,664354,664330,263424
GG2602,GG267A,A,GG2602,GG267A_A,FALSE,664330,263424,263594,664294
GG268A,GG267A,B,GG268A,GG267A_B,FALSE,263783,664260,263594,664294
GG267A,GG268A,S,GG267A,GG268A_S,FALSE,263594,664294,263783,664260
GG2701,GG268A,R,GG2701,GG268A_R,FALSE,263968,664224,263783,664260
GG268A,GG2701,A,GG268A,GG2701_A,FALSE,263783,664260,263968,664224
GG272A,GG2701,B,GG272A,GG2701_B,FALSE,264085,664205,263968,664224
GA1651,GA1361,B,GA1651,GA1361_B,FALSE,258660,665495,258567,665519
GA1331,GA1361,C,GA1331,GA1361_C,FALSE,258547,665437,258567,665519
GG2701,GG272A,S,GG2701,GG272A_S,FALSE,263968,664224,264085,664205
GG2751,GG272A,R,GG2751,GG272A_R,FALSE,264288,664183,264085,664205
GG272A,GG2751,A,GG272A,GG2751_A,FALSE,264085,664205,264288,664183
GG280A,GG2751,B,GG280A,GG2751_B,FALSE,264490,664165,264288,664183
GG2751,GG280A,S,GG2751,GG280A_S,FALSE,264288,664183,264490,664165
GG3001,GG280A,R,GG3001,GG280A_R,FALSE,264742,664161,264490,664165
GG3001,GG2881,M,GG3001,GG2881_M,FALSE,264742,664161,264642,664231
GG2891,GG2881,A,GG2891,GG2881_A,FALSE,264751,664238,264642,664231
GG2881,GG2891,T,GG2881,GG2891_T,FALSE,264642,664231,264751,664238
GG2941,GG2891,S,GG2941,GG2891_S,FALSE,264855,664234,264751,664238
GG2951,GG2941,X,GG2951,GG2941_X,FALSE,264845,664139,264855,664234
GG2891,GG2941,C,GG2891,GG2941_C,FALSE,264751,664238,264855,664234
GG3001,GG2951,S,GG3001,GG2951_S,FALSE,264742,664161,264845,664139
GG2941,GG2951,T,GG2941,GG2951_T,FALSE,264855,664234,264845,664139
GG280A,GG3001,A,GG280A,GG3001_A,FALSE,264490,664165,264742,664161
GG2951,GG3001,B,GG2951,GG3001_B,FALSE,264845,664139,264742,664161
GG2881,GG3001,X,GG2881,GG3001_X,FALSE,264642,664231,264742,664161
GA1361,GA1371,V,GA1361,GA1371_V,FALSE,258567,665519,258590,665614
GH0101,GH002A,R,GH0101,GH002A_R,FALSE,260328,664758,260041,664740
GH002A,GH0101,A,GH002A,GH0101_A,FALSE,260041,664740,260328,664758
GH0151,GH0101,B,GH0151,GH0101_B,FALSE,260737,664707,260328,664758
GH0101,GH0151,S,GH0101,GH0151_S,FALSE,260328,664758,260737,664707
GH020A,GH0151,R,GH020A,GH0151_R,FALSE,260937,664650,260737,664707
GH0151,GH020A,A,GH0151,GH020A_A,FALSE,260737,664707,260937,664650
GH025A,GH020A,B,GH025A,GH020A_B,FALSE,261318,664574,260937,664650
GH020A,GH025A,S,GH020A,GH025A_S,FALSE,260937,664650,261318,664574
GH0301,GH025A,R,GH0301,GH025A_R,FALSE,261431,664552,261318,664574
GH025A,GH0301,A,GH025A,GH0301_A,FALSE,261318,664574,261431,664552
GH050A,GH0301,B,GH050A,GH0301_B,FALSE,261568,664522,261431,664552
GH0401,GH0301,D,GH0401,GH0301_D,FALSE,261417,664385,261431,664552
GH0301,GH0401,T,GH0301,GH0401_T,FALSE,261431,664552,261417,664385
GH2151,GH0401,V,GH2151,GH0401_V,FALSE,261348,663961,261417,664385
GH0301,GH050A,S,GH0301,GH050A_S,FALSE,261431,664552,261568,664522
GH1051,GH0901,V,GH1051,GH0901_V,FALSE,262540,664188,262535,664407
GG2581,GH0901,T,GG2581,GH0901_T,FALSE,262546,664592,262535,664407
GH1021,GH1001,B,GH1021,GH1001_B,FALSE,262197,664389,261836,664449
GH2201,GH1001,D,GH2201,GH1001_D,FALSE,261740,663895,261836,664449
GH1001,GH1021,S,GH1001,GH1021_S,FALSE,261836,664449,262197,664389
GH1051,GH1021,R,GH1051,GH1021_R,FALSE,262540,664188,262197,664389
GH1021,GH1051,A,GH1021,GH1051_A,FALSE,262197,664389,262540,664188
GG2601,GH1051,C,GG2601,GH1051_C,FALSE,263292,664354,262540,664188
GH0901,GH1051,E,GH0901,GH1051_E,FALSE,262535,664407,262540,664188
GA5701,GH195A,A,GA5701,GH195A_A,FALSE,259857,664653,259957,664624
GH2001,GH195A,B,GH2001,GH195A_B,FALSE,260068,664517,259957,664624
GH195A,GH195B,L,GH195A,GH195B_L,FALSE,259957,664624,259929,664576
GH202A,GH2001,R,GH202A,GH2001_R,FALSE,260186,664402,260068,664517
GH2001,GH202A,A,GH2001,GH202A_A,FALSE,260068,664517,260186,664402
GH2051,GH202A,B,GH2051,GH202A_B,FALSE,260407,664174,260186,664402
GH202A,GH2051,S,GH202A,GH2051_S,FALSE,260186,664402,260407,664174
GH3051,GH2051,R,GH3051,GH2051_R,FALSE,260359,663816,260407,664174
GH2201,GH2151,B,GH2201,GH2151_B,FALSE,261740,663895,261348,663961
GH322A,GH2151,D,GH322A,GH2151_D,FALSE,261237,663588,261348,663961
GH0401,GH2151,C,GH0401,GH2151_C,FALSE,261417,664385,261348,663961
GH2151,GH2201,S,GH2151,GH2201_S,FALSE,261348,663961,261740,663895
GH3451,GH2201,V,GH3451,GH2201_V,FALSE,261661,663656,261740,663895
GH1001,GH2201,T,GH1001,GH2201_T,FALSE,261836,664449,261740,663895
GA1201,GA1451,R,GA1201,GA1451_R,FALSE,258651,666192,258729,666097
GA2301,GA1451,S,GA2301,GA1451_S,FALSE,258891,666039,258729,666097
GH2201,GH225A,M,GH2201,GH225A_M,FALSE,261740,663895,262058,663844
GH225A,GH2601,A,GH225A,GH2601_A,FALSE,262058,663844,262219,663816
GH2621,GH2601,C,GH2621,GH2601_C,FALSE,262495,663661,262219,663816
GH2601,GH2621,G,GH2601,GH2621_G,FALSE,262219,663816,262495,663661
GH2671,GH2621,A,GH2671,GH2621_A,FALSE,262597,663572,262495,663661
GH2621,GH2671,R,GH2621,GH2671_R,FALSE,262495,663661,262597,663572
GH4601,GH2701,G,GH4601,GH2701_G,FALSE,264051,662634,263536,662893
GH307A,GH3051,B,GH307A,GH3051_B,FALSE,260442,663595,260359,663816
GH3051,GH307A,E,GH3051,GH307A_E,FALSE,260359,663816,260442,663595
GH3101,GH307A,G,GH3101,GH307A_G,FALSE,260712,663260,260442,663595
GH307A,GH3101,S,GH307A,GH3101_S,FALSE,260442,663595,260712,663260
GH312A,GH3101,V,GH312A,GH3101_V,FALSE,260640,663127,260712,663260
GH3171,GH3101,T,GH3171,GH3101_T,FALSE,260929,663285,260712,663260
GI0301,GH312A,C,GI0301,GH312A_C,FALSE,260562,663040,260640,663127
GH3101,GH312A,D,GH3101,GH312A_D,FALSE,260712,663260,260640,663127
GH3101,GH3171,C,GH3101,GH3171_C,FALSE,260712,663260,260929,663285
GH3251,GH3171,E,GH3251,GH3171_E,FALSE,261114,663482,260929,663285
GH3271,GH3171,D,GH3271,GH3171_D,FALSE,261243,663278,260929,663285
GH3251,GH320A,B,GH3251,GH320A_B,FALSE,261114,663482,261019,663614
GH3251,GH322A,G,GH3251,GH322A_G,FALSE,261114,663482,261237,663588
GH2151,GH322A,H,GH2151,GH322A_H,FALSE,261348,663961,261237,663588
GH320A,GH3251,S,GH320A,GH3251_S,FALSE,261019,663614,261114,663482
GH3271,GH3251,R,GH3271,GH3251_R,FALSE,261243,663278,261114,663482
GH322A,GH3251,T,GH322A,GH3251_T,FALSE,261237,663588,261114,663482
GH3171,GH3251,V,GH3171,GH3251_V,FALSE,260929,663285,261114,663482
GH322A,GH3251,W,GH322A,GH3251_W,FALSE,261237,663588,261114,663482
GH3301,GH3271,L,GH3301,GH3271_L,FALSE,261369,663106,261243,663278
GH3171,GH3271,M,GH3171,GH3271_M,FALSE,260929,663285,261243,663278
GH340A,GH3271,N,GH340A,GH3271_N,FALSE,261378,663393,261243,663278
GH3251,GH3271,K,GH3251,GH3271_K,FALSE,261114,663482,261243,663278
GH3271,GH3301,A,GH3271,GH3301_A,FALSE,261243,663278,261369,663106
GH335A,GH3301,B,GH335A,GH3301_B,FALSE,261457,663026,261369,663106
GH3301,GH335A,S,GH3301,GH335A_S,FALSE,261369,663106,261457,663026
GH337A,GH335A,R,GH337A,GH335A_R,FALSE,261640,662825,261457,663026
GH335A,GH337B,A,GH335A,GH337B_A,FALSE,261457,663026,261643,662834
GH3451,GH340A,T,GH3451,GH340A_T,FALSE,261661,663656,261378,663393
GH3271,GH340A,V,GH3271,GH340A_V,FALSE,261243,663278,261378,663393
GH340A,GH3451,M,GH340A,GH3451_M,FALSE,261378,663393,261661,663656
GH2201,GH3451,N,GH2201,GH3451_N,FALSE,261740,663895,261661,663656
GA1901,GA1551,J,GA1901,GA1551_J,FALSE,258666,665132,258575,665151
GA1351,GA1551,K,GA1351,GA1551_K,FALSE,258482,665170,258575,665151
GA1571,GA1551,M,GA1571,GA1551_M,FALSE,258620,665331,258575,665151
GH4522,GH4501,B,GH4522,GH4501_B,FALSE,264120,662441,264102,662331
GH4501,GH4502,C,GH4501,GH4502_C,FALSE,264102,662331,264067,662325
GH4502,GH4521,D,GH4502,GH4521_D,FALSE,264067,662325,264062,662446
GH4521,GH4522,A,GH4521,GH4522_A,FALSE,264062,662446,264120,662441
GH4551,GH4522,F,GH4551,GH4522_F,FALSE,264175,662562,264120,662441
GH4601,GH4551,L,GH4601,GH4551_L,FALSE,264051,662634,264175,662562
GH4521,GH4551,J,GH4521,GH4551_J,FALSE,264062,662446,264175,662562
GH2701,GH4601,F,GH2701,GH4601_F,FALSE,263536,662893,264051,662634
GH4551,GH4601,M,GH4551,GH4601_M,FALSE,264175,662562,264051,662634
GB1551,GI0051,A,GB1551,GI0051_A,FALSE,259196,663660,259304,663623
GI0401,GI0251,G,GI0401,GI0251_G,FALSE,260155,662800,260364,662808
GI0301,GI0251,D,GI0301,GI0251_D,FALSE,260562,663040,260364,662808
GI0251,GI0301,V,GI0251,GI0301_V,FALSE,260364,662808,260562,663040
GH312A,GI0301,T,GH312A,GI0301_T,FALSE,260640,663127,260562,663040
GI0551,GI0401,R,GI0551,GI0401_R,FALSE,259855,662870,260155,662800
GI0251,GI0401,S,GI0251,GI0401_S,FALSE,260364,662808,260155,662800
GA1601,GA1571,T,GA1601,GA1571_T,FALSE,258641,665417,258620,665331
GA1951,GA1571,Q,GA1951,GA1571_Q,FALSE,258738,665358,258620,665331
GI0401,GI0551,B,GI0401,GI0551_B,FALSE,260155,662800,259855,662870
GI0601,GI0551,H,GI0601,GI0551_H,FALSE,259803,662806,259855,662870
GI0601,GI0551,C,GI0601,GI0551_C,FALSE,259803,662806,259855,662870
GI0551,GI0601,T,GI0551,GI0601_T,FALSE,259855,662870,259803,662806
GI0651,GI0601,V,GI0651,GI0601_V,FALSE,259761,662762,259803,662806
GI0651,GI0601,E,GI0651,GI0601_E,FALSE,259761,662762,259803,662806
GJ0071,GI0651,C,GJ0071,GI0651_C,FALSE,259509,662479,259761,662762
GI0601,GI0651,G,GI0601,GI0651_G,FALSE,259803,662806,259761,662762
GI0601,GI0651,D,GI0601,GI0651_D,FALSE,259803,662806,259761,662762
GJ011A,GJ0051,C,GJ011A,GJ0051_C,FALSE,259266,662193,259254,662554
GJ2601,GJ0051,A,GJ2601,GJ0051_A,FALSE,258931,662647,259254,662554
GJ0071,GJ0051,B,GJ0071,GJ0051_B,FALSE,259509,662479,259254,662554
GJ0051,GJ0071,R,GJ0051,GJ0071_R,FALSE,259254,662554,259509,662479
GJ0131,GJ0071,N,GJ0131,GJ0071_N,FALSE,259287,662121,259509,662479
GI0651,GJ0071,T,GI0651,GJ0071_T,FALSE,259761,662762,259509,662479
GJ0131,GJ011A,V,GJ0131,GJ011A_V,FALSE,259287,662121,259266,662193
GJ0051,GJ011A,T,GJ0051,GJ011A_T,FALSE,259254,662554,259266,662193
GJ0141,GJ0131,C,GJ0141,GJ0131_C,FALSE,259315,661829,259287,662121
GJ011A,GJ0131,D,GJ011A,GJ0131_D,FALSE,259266,662193,259287,662121
GJ0071,GJ0131,M,GJ0071,GJ0131_M,FALSE,259509,662479,259287,662121
GJ0151,GJ0141,V,GJ0151,GJ0141_V,FALSE,259332,661749,259315,661829
GJ0131,GJ0141,T,GJ0131,GJ0141_T,FALSE,259287,662121,259315,661829
GJ019A,GJ0151,C,GJ019A,GJ0151_C,FALSE,259343,661662,259332,661749
GJ0141,GJ0151,D,GJ0141,GJ0151_D,FALSE,259315,661829,259332,661749
GJ0161,GJ0151,B,GJ0161,GJ0151_B,FALSE,259403,661768,259332,661749
GJ0161,GJ0151,H,GJ0161,GJ0151_H,FALSE,259403,661768,259332,661749
GA1331,GA1601,A,GA1331,GA1601_A,FALSE,258547,665437,258641,665417
GA1651,GA1601,D,GA1651,GA1601_D,FALSE,258660,665495,258641,665417
GJ0151,GJ0161,N,GJ0151,GJ0161_N,FALSE,259332,661749,259403,661768
GJ0141,GJ0161,L,GJ0141,GJ0161_L,FALSE,259315,661829,259403,661768
GJ0141,GJ0161,M,GJ0141,GJ0161_M,FALSE,259315,661829,259403,661768
GJ0171,GJ0161,P,GJ0171,GJ0161_P,FALSE,259518,661775,259403,661768
GJ0171,GJ0161,Q,GJ0171,GJ0161_Q,FALSE,259518,661775,259403,661768
GJ0161,GJ0171,A,GJ0161,GJ0171_A,FALSE,259403,661768,259518,661775
GJ0151,GJ019A,T,GJ0151,GJ019A_T,FALSE,259332,661749,259343,661662
GJ020A,GJ019A,V,GJ020A,GJ019A_V,FALSE,259354,661522,259343,661662
GJ019A,GJ020A,J,GJ019A,GJ020A_J,FALSE,259343,661662,259354,661522
GJ025A,GJ020A,K,GJ025A,GJ020A_K,FALSE,259172,661178,259354,661522
GJ0301,GJ025A,C,GJ0301,GJ025A_C,FALSE,259106,660850,259172,661178
GJ020A,GJ025A,D,GJ020A,GJ025A_D,FALSE,259354,661522,259172,661178
GJ0351,GJ0301,V,GJ0351,GJ0301_V,FALSE,259100,660726,259106,660850
GJ025A,GJ0301,T,GJ025A,GJ0301_T,FALSE,259172,661178,259106,660850
GJ0301,GJ0351,D,GJ0301,GJ0351_D,FALSE,259106,660850,259100,660726
GJ2401,GJ2301,V,GJ2401,GJ2301_V,FALSE,258262,662698,258295,662828
GJ2301,GJ2401,D,GJ2301,GJ2401_D,FALSE,258295,662828,258262,662698
GJ250A,GJ2401,C,GJ250A,GJ2401_C,FALSE,258232,662561,258262,662698
GK0351,GJ2401,A,GK0351,GJ2401_A,FALSE,257984,662752,258262,662698
GJ252A,GJ250A,V,GJ252A,GJ250A_V,FALSE,258209,662468,258232,662561
GA2001,GA1651,S,GA2001,GA1651_S,FALSE,258758,665472,258660,665495
GJ2551,GJ252A,C,GJ2551,GJ252A_C,FALSE,258189,662357,258209,662468
GJ2401,GJ252A,G,GJ2401,GJ252A_G,FALSE,258262,662698,258209,662468
GJ252A,GJ2551,T,GJ252A,GJ2551_T,FALSE,258209,662468,258189,662357
GJ0051,GJ2601,S,GJ0051,GJ2601_S,FALSE,259254,662554,258931,662647
GB1281,GJ2701,T,GB1281,GJ2701_T,FALSE,258890,663458,258817,663155
GJ275A,GJ2701,N,GJ275A,GJ2701_N,FALSE,258761,662901,258817,663155
GJ2701,GJ275A,M,GJ2701,GJ275A_M,FALSE,258817,663155,258761,662901
GJ2801,GJ275A,V,GJ2801,GJ275A_V,FALSE,258748,662700,258761,662901
GJ275A,GJ2801,D,GJ275A,GJ2801_D,FALSE,258761,662901,258748,662700
GJ282A,GJ2801,C,GJ282A,GJ2801_C,FALSE,258754,662604,258748,662700
GJ2601,GJ2801,B,GJ2601,GJ2801_B,FALSE,258931,662647,258748,662700
GJ2801,GJ282A,T,GJ2801,GJ282A_T,FALSE,258748,662700,258754,662604
GJ2851,GJ282A,V,GJ2851,GJ282A_V,FALSE,258780,662506,258754,662604
GJ282A,GJ2851,D,GJ282A,GJ2851_D,FALSE,258754,662604,258780,662506
GJ290A,GJ2851,C,GJ290A,GJ2851_C,FALSE,258814,662283,258780,662506
GJ2851,GJ290A,M,GJ2851,GJ290A_M,FALSE,258780,662506,258814,662283
GA2151,GA1801,X,GA2151,GA1801_X,FALSE,258819,665725,258721,665749
GJ3301,GJ3201,S,GJ3301,GJ3201_S,FALSE,258763,660916,258628,661278
GJ3201,GJ3301,A,GJ3201,GJ3301_A,FALSE,258628,661278,258763,660916
GJ3351,GJ3301,C,GJ3351,GJ3301_C,FALSE,258774,660676,258763,660916
GJ3301,GJ3351,T,GJ3301,GJ3351_T,FALSE,258763,660916,258774,660676
GJ3651,GJ3551,V,GJ3651,GJ3551_V,FALSE,258341,660525,258401,660653
GJ3651,GJ3551,W,GJ3651,GJ3551_W,FALSE,258341,660525,258401,660653
GJ3551,GJ3651,D,GJ3551,GJ3651_D,FALSE,258401,660653,258341,660525
GB0751,GK0051,M,GB0751,GK0051_M,FALSE,258584,664045,258518,663770
GK015A,GK0051,C,GK015A,GK0051_C,FALSE,258458,663511,258518,663770
GK0051,GK015A,T,GK0051,GK015A_T,FALSE,258518,663770,258458,663511
GK020A,GK015A,V,GK020A,GK015A_V,FALSE,258375,663337,258458,663511
GK0251,GK020A,C,GK0251,GK020A_C,FALSE,258234,663162,258375,663337
GK015A,GK020A,D,GK015A,GK020A_D,FALSE,258458,663511,258375,663337
